sourceName,sourceVersion,workoutActivityType,duration,durationUnit,totalDistance,totalDistanceUnit,totalEnergyBurned,totalEnergyBurnedUnit,creationDate,startDate,endDate
Brian’s Apple Watch,4.3.2,CrossTraining,53.14543546636899,min,0,mi,296.8300000000019,kcal,2018-10-31 05:53:51 -0600,2018-10-31 05:00:31 -0600,2018-10-31 05:53:40 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,26.87758974830309,min,0,mi,153.3980000000002,kcal,2018-10-31 18:35:07 -0600,2018-10-31 18:08:10 -0600,2018-10-31 18:35:02 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,54.40030634999275,min,0,mi,345.0919999999973,kcal,2018-11-01 07:03:13 -0600,2018-11-01 06:08:46 -0600,2018-11-01 07:03:10 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,71.28534139990806,min,0,mi,459.5600000000014,kcal,2018-11-03 12:57:40 -0600,2018-11-03 11:46:19 -0600,2018-11-03 12:57:36 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,51.91802626649539,min,0,mi,436.3110000000031,kcal,2018-11-04 12:47:04 -0600,2018-11-04 11:55:02 -0600,2018-11-04 12:46:57 -0600
Brian’s Apple Watch,4.3.2,Other,45.74396329919497,min,0,mi,193.2599999999987,kcal,2018-11-05 06:39:50 -0600,2018-11-05 05:54:01 -0600,2018-11-05 06:39:45 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,75.24720901648203,min,0,mi,453.4510000000037,kcal,2018-11-06 07:28:21 -0600,2018-11-06 06:13:01 -0600,2018-11-06 07:28:16 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,46.14902546604474,min,0,mi,228.5539999999989,kcal,2018-11-06 18:38:38 -0600,2018-11-06 17:52:22 -0600,2018-11-06 18:38:31 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,68.20521324872971,min,0,mi,331.9129999999977,kcal,2018-11-07 07:15:19 -0600,2018-11-07 06:07:03 -0600,2018-11-07 07:15:16 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,46.34303593238194,min,0,mi,401.8289999999995,kcal,2018-11-08 06:56:35 -0600,2018-11-08 06:10:06 -0600,2018-11-08 06:56:27 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,50.47111798326174,min,0,mi,225.7939999999977,kcal,2018-11-08 19:06:08 -0600,2018-11-08 18:08:31 -0600,2018-11-08 19:05:58 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,33.82482964992523,min,0,mi,147.9129999999994,kcal,2018-11-09 06:39:05 -0600,2018-11-09 06:05:12 -0600,2018-11-09 06:39:02 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,78.20286463300387,min,0,mi,396.2920000000012,kcal,2018-11-10 10:44:02 -0600,2018-11-10 09:25:42 -0600,2018-11-10 10:43:54 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,91.26699921687444,min,0,mi,473.0810000000041,kcal,2018-11-11 12:56:06 -0600,2018-11-11 11:24:46 -0600,2018-11-11 12:56:02 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,67.86821438272794,min,0,mi,382.2790000000015,kcal,2018-11-13 07:08:01 -0600,2018-11-13 06:00:04 -0600,2018-11-13 07:07:56 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,79.02936849991481,min,0,mi,390.9539999999984,kcal,2018-11-14 07:17:20 -0600,2018-11-14 05:58:12 -0600,2018-11-14 07:17:14 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,70.07602993249893,min,0,mi,348.1659999999969,kcal,2018-11-15 07:16:41 -0600,2018-11-15 06:06:31 -0600,2018-11-15 07:16:36 -0600
Brian’s Apple Watch,4.3.2,Other,72.14334985017777,min,0,mi,337.9050000000056,kcal,2018-11-15 18:47:20 -0600,2018-11-15 17:35:05 -0600,2018-11-15 18:47:14 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,86.31328858335813,min,0,mi,468.4080000000011,kcal,2018-11-16 18:30:34 -0600,2018-11-16 17:04:09 -0600,2018-11-16 18:30:28 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,88.01849959890048,min,0,mi,487.2500000000028,kcal,2018-11-18 17:34:37 -0600,2018-11-18 16:06:19 -0600,2018-11-18 17:34:20 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,69.47859573364258,min,0,mi,387.1679999999979,kcal,2018-11-20 07:13:09 -0600,2018-11-20 06:03:35 -0600,2018-11-20 07:13:04 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,75.29298356572787,min,0,mi,338.3450000000054,kcal,2018-11-20 18:58:12 -0600,2018-11-20 17:42:49 -0600,2018-11-20 18:58:07 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,68.46717966596286,min,0,mi,335.0629999999979,kcal,2018-11-21 07:20:59 -0600,2018-11-21 06:12:25 -0600,2018-11-21 07:20:53 -0600
Brian’s Apple Watch,4.3.2,CrossTraining,67.37393596569697,min,0,mi,343.8089999999973,kcal,2018-11-22 08:39:30 -0600,2018-11-22 07:32:04 -0600,2018-11-22 08:39:26 -0600
